ID	Target	Tweet	Stance	Date
335	machines	machines RIGGED ProtectTheVote	FAVOR	2018-10-26 22:36:50
336	machines	Republican election officials won't do damned thing machines count straight ticket Democratic vote as vote for Cruz	AGAINST	2018-10-26 22:32:54
337	machines	machines are changing votes and party affiliations for thousands of black voters	AGAINST	2018-10-26 22:31:54
338	machines	machines are switching people's votes	AGAINST	2018-10-26 22:30:57
339	machines	machines switching votes in texas from Beto to Cruz is user error	AGAINST	2018-10-26 22:11:36
340	machines	Tea ask for paper ballot machines rigged to change votes from Democrat to Republican	AGAINST	2018-10-26 22:10:09
341	machines	machines are flipping selections to other party	AGAINST	2018-10-26 20:41:51
342	machines	machines are and assigning them to Republicans	FAVOR	2018-10-26 22:06:50
343	machines	Machines Are Changing Votes For Beto O'Rourke To Ted Cruz POLITICUSUSA	AGAINST	2018-10-26 21:12:54
344	machines	election is being stolen over red states Now of Texas machines are switching votes to Republicans	AGAINST	2018-10-26 22:05:16
345	machines	machines switching votes	AGAINST	2018-10-26 22:02:11
346	machines	Machines Are Switching Votes	AGAINST	2018-10-26 22:02:05
347	machines	machines shouldn't allow automatic same Party voting on ballots	NONE	2018-10-26 21:43:22
348	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
349	machines	Machines changing votes in Texas	AGAINST	2018-10-26 02:37:44
350	machines	machines are changing Beto votes to Cruz votes	AGAINST	2018-10-26 13:40:21
351	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz Something needs to be done and FAST	AGAINST	2018-10-26 21:37:33
352	machines	Machines Are Changing Votes For Beto O'Rourke To Ted Cruz POLITICUSUSA	AGAINST	2018-10-26 21:12:54
353	machines	Machines Are Changing Votes For Beto O'Rourke To Ted Cruz POLITICUSUSA	AGAINST	2018-10-26 21:12:54
354	machines	machines are marking Democrat votes to Republican	AGAINST	2018-10-26 21:18:09
355	machines	Machines Are Changing Votes For Beto O'Rourke To Ted Cruz POLITICUSUSA	AGAINST	2018-10-26 21:12:54
356	machines	Machines Are Changing Votes For Beto O'Rourke To Ted Cruz POLITICUSUSA	AGAINST	2018-10-26 21:12:54
357	machines	machines flips vote from Beto to Cruz	AGAINST	2018-10-26 21:06:35
358	machines	machines are flipping selections to other party	AGAINST	2018-10-26 20:41:51
359	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
360	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
361	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
362	machines	People ask for paper ballot machines are changing votes from Democrat to Republican	AGAINST	2018-10-26 21:02:25
363	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
364	machines	machines are changing votes from Democrat Republican to please ask for paper ballot	AGAINST	2018-10-26 20:58:48
365	machines	Machines Are Changing Votes For Beto O’Rourke To TedCruz TedCruzVoters BetoO'Rourke	AGAINST	2018-10-26 20:58:04
366	machines	machines change votes from Beto to Cruz	AGAINST	2018-10-26 20:51:45
367	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
368	machines	machines are changing votes for Beto O'Rourke to Ted Cruz	AGAINST	2018-10-26 20:49:08
369	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
370	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
371	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
372	machines	machines flipping selections- Here we go again	AGAINST	2018-10-26 20:42:12
373	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
374	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
375	machines	machines are flipping selections to other party	AGAINST	2018-10-26 20:41:51
376	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
377	machines	MACHINES SWAPPING O'ROURKE VOTES TO CRUZ	AGAINST	2018-10-26 20:19:34
378	machines	machines are automatically changing users users who vote blue on ticket votes from Beto to Cruz	AGAINST	2018-10-26 20:11:16
379	machines	machines are changing peoples vote after they enter it in Texas	AGAINST	2018-10-26 20:01:09
380	machines	machines flipped selections to other party for key races	AGAINST	2018-10-26 17:28:26
381	machines	machines changing people's selections from O'Rourke to Cruz in Texas	AGAINST	2018-10-26 19:50:18
382	machines	Machines Are Anti	NONE	2018-10-26 15:36:53
383	machines	machines are switching votes without consent	AGAINST	2018-10-26 19:25:09
384	machines	machines are changing Democratic votes as result of old faulty systems and programming	AGAINST	2018-10-26 19:12:01
385	machines	Machines Are Switching Votes In Ted Cruz-Beto O’Rourke Senate Race	AGAINST	2018-10-26 19:08:18
386	machines	machines are changing people's votes FROM BETO O'ROURKE TO TED CRUZ Can't lawsuit be launched to STOP ELECTION NOW	AGAINST	2018-10-26 19:06:04
387	machines	machines are changing votes from Beto O'Rourke to Ted Cruz Texas voter shows in extreme detail	AGAINST	2018-10-26 19:01:21
388	machines	machines malfunctioning DOUBLE CHECK BALLOT Spring	AGAINST	2018-10-26 18:51:45
389	machines	machines switching votes reported in Georgia and Texas to Republican	AGAINST	2018-10-26 18:47:08
390	machines	machines are erroneously or selecting candidate at changing votes for Rep. Beto O'Rourke Democratic to Republican Sen. Ted Cruz	AGAINST	2018-10-26 18:45:08
391	machines	Machines Switching Democratic Votes to Ted Cruz	AGAINST	2018-10-26 18:40:03
392	machines	machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 18:36:20
393	machines	texas texasvote BetoForTexas BetoForSenate BetoORourke TexasVotes vote TurnTexasBlue machines are making errors	AGAINST	2018-10-26 18:28:32
394	machines	Democratic Senate choice when selecting Democratic Ticket machines appear to select Ted Cruz as Democratic Senate choice	AGAINST	2018-10-26 18:26:35
395	machines	machines have been recording vote for Cruz when	AGAINST	2018-10-26 18:22:37
396	machines	correct when finalize votes machines r changing votes from blue to red	AGAINST	2018-10-26 18:07:48
397	machines	Machines Are Anti	NONE	2018-10-26 15:36:53
398	machines	MACHINES ARE FLIPPING VOTES FROM BLUE TO RED	AGAINST	2018-10-26 18:00:09
399	machines	machines changing straight-party selections	AGAINST	2018-10-26 17:50:09
400	machines	machines are flipping votes from Beto to Cruz	AGAINST	2018-10-26 17:31:24
401	machines	machines flipped selections to other party for key races	AGAINST	2018-10-26 17:28:26
402	machines	machines are changing votes from to Republican	AGAINST	2018-10-26 04:22:17
403	machines	machines flipped selections to other party for key races Texans Say Voting Machines Changing icket Choices	AGAINST	2018-10-26 17:24:12
404	machines	machines are switching straight-party selections	AGAINST	2018-10-26 17:24:05
405	machines	machines change to ted Cruz	AGAINST	2018-10-26 17:17:05
406	machines	machines choose Ted Cruz	AGAINST	2018-10-26 17:15:40
407	machines	machines are changing votes from to Republican	AGAINST	2018-10-26 04:22:17
408	machines	machines change Beto votes to Cruz	AGAINST	2018-10-26 17:01:10
409	machines	machines are switching votes for Beto to votes for Cruz	AGAINST	2018-10-26 16:50:12
410	machines	machines are switching votes	AGAINST	2018-10-26 16:41:22
411	machines	Machines change votes in Texas	AGAINST	2018-10-26 16:40:18
412	machines	machines are changing votes from to Republican	AGAINST	2018-10-26 04:22:17
413	machines	machines have been deselecting Ted Cruz for Senator	AGAINST	2018-10-26 16:37:42
414	machines	machines are flipping blue votes to red	AGAINST	2018-10-26 16:36:53
415	machines	Electric voting has always been bad idea machines are changing votes	AGAINST	2018-10-26 16:30:14
416	machines	machines are changing votes in Texas too	AGAINST	2018-10-26 16:17:11
417	machines	Who is stealing votes away from Democratic candidates machines are changing straight party votes	FAVOR	2018-10-26 16:14:01
418	machines	machines are set to change Beto votes to Cruz	AGAINST	2018-10-26 16:00:34
419	machines	machines used in Travis County Texas	AGAINST	2018-10-26 15:40:05
420	machines	Machines Are Anti	NONE	2018-10-26 15:36:53
421	machines	machines are changing votes for O'Rourke to Cruz	AGAINST	2018-10-26 14:57:36
422	machines	machines are fraud	AGAINST	2018-10-26 14:53:32
423	machines	MACHINES FORCE GOP VOTE	NONE	2018-10-26 14:11:42
424	machines	machines have been flipping from blue to red for years	AGAINST	2018-10-26 14:08:37
425	machines	Votes being changed from Ted Cruz to Beto machines are changing votes	AGAINST	2018-10-26 14:04:25
426	machines	Machines flipping Votes	AGAINST	2018-10-26 13:48:37
427	machines	machines are literally changing Beto votes to Cruz votes	AGAINST	2018-10-26 13:40:21
428	machines	machines are changing Beto votes to Cruz	AGAINST	2018-10-26 02:13:26
429	machines	machines are reported as malfunctioning	AGAINST	2018-10-26 12:46:19
430	machines	machines changed votes	AGAINST	2018-10-26 12:28:44
431	machines	machines change votes from blue to red	AGAINST	2018-10-26 12:27:36
432	machines	machines are flipping votes from Democrat to Republican candidates	AGAINST	2018-10-26 11:07:33
433	machines	machines are actually changing votes	AGAINST	2018-10-26 10:26:28
434	machines	machines are changing votes from Beto to Cruz	AGAINST	2018-10-26 09:57:48
435	machines	machines are changing votes from to Republican	AGAINST	2018-10-26 04:22:17
436	machines	machines are changing votes from to Republican	AGAINST	2018-10-26 04:22:17
437	machines	machines are changing votes from to Republican	AGAINST	2018-10-26 04:22:17
438	machines	machines are changing votes from to Republican	AGAINST	2018-10-26 04:22:17
439	machines	machines are RIGGED to vote for Ted Cruz	AGAINST	2018-10-26 06:18:30
440	machines	machines switching votes Something must be done to ensure elections in Texas	AGAINST	2018-10-26 05:52:37
441	machines	machines are also changing votes from Democrat candidate to Republican candidate	AGAINST	2018-10-26 05:25:28
442	machines	Why pretend this is democracy machines are flipping ballots 2000 debacle	AGAINST	2018-10-26 05:07:18
443	machines	machines flipping ballots	AGAINST	2018-10-26 04:59:22
444	machines	machines were fixed to pick Ted Cruz when you select straight Democrat option Republicans are cheating in Texas Double	AGAINST	2018-10-26 05:02:16
445	machines	machines are flipping votes	AGAINST	2018-10-26 05:02:11
446	machines	machines flipping ballots	AGAINST	2018-10-26 04:59:22
447	machines	Texas voters ask fya paper ballot machines are changing votes from to Republican	AGAINST	2018-10-26 04:40:39
448	machines	Machines are changing votes from Beto to Cruz	AGAINST	2018-10-26 04:31:46
449	machines	machines are changing votes from to Republican	AGAINST	2018-10-26 04:22:17
450	machines	machines have been flipping votes to GOP in Texas	AGAINST	2018-10-26 04:19:20
451	machines	machines are changing votes from Democrat to Republican	AGAINST	2018-10-26 04:12:37
452	machines	machines are changing votes from Democrat to Republican	AGAINST	2018-10-26 04:12:37
453	machines	machines are flipping votes from Democrats to Republicans in Texas and North Carolina	AGAINST	2018-10-26 03:42:23
454	machines	machines change blue ballots to straight Red is glitch	AGAINST	2018-10-26 03:37:38
455	machines	machines have been switching votes in Texas straigh t-t icket	AGAINST	2018-10-26 03:29:16
456	machines	machines changed in Texas	AGAINST	2018-10-26 03:19:09
457	machines	machines won’t do it on vote Texas voters voting straight ticket	FAVOR	2018-10-26 03:14:17
458	machines	machines are changing vote MUST SHARE for voters	AGAINST	2018-10-26 02:50:27
459	machines	Machines changing votes in Texas	AGAINST	2018-10-26 02:37:44
460	machines	machines show you everyone and you cast ballot	NONE	2018-10-26 02:18:29
461	machines	machines are changing Beto votes to Cruz	AGAINST	2018-10-26 02:13:26
462	machines	machines are changing votes from Democratic candidate Beto O'Rourke to GunsOverPeople Ted Cruz	AGAINST	2018-10-26 01:51:33
463	machines	Machines are doing fucky things	AGAINST	2018-10-26 01:15:05
464	machines	machines may change votes	AGAINST	2018-10-25 13:56:33
465	machines	machines let you review ballot before you hit final vote button	AGAINST	2018-10-25 01:16:48
466	machines	double check ballot voter fraud is democrat staple Machines changing votes if voting straight GOP in Texas People	AGAINST	2018-10-24 02:42:56
467	machines	name when voting ticket republican machines do not check Senator Ted Cruzs	AGAINST	2018-10-23 15:12:19
468	machines	machines do not check Senator Ted Cruzs when name voting straight ticket republican	AGAINST	2018-10-23 15:38:58
469	machines	name when voting ticket republican machines do not check Senator Ted Cruzs	AGAINST	2018-10-23 15:12:19
470	machines	machines are manipulated to benefit GOP	AGAINST	2018-10-15 09:14:16
471	machines	machines could be messed knowing are having trouble with machines	AGAINST	2018-10-09 00:01:42
472	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
473	machines	Texas Voters Say Machines Are Switching Votes	AGAINST	2018-10-26 22:25:32
474	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
475	machines	Texas Voters Say Machines Are Switching Votes	AGAINST	2018-10-26 22:25:32
476	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
477	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
478	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
479	machines	Texas Voters Say Machines Are Switching Votes	AGAINST	2018-10-26 22:25:32
480	machines	Texas voters are complaining machines flipped straigh	AGAINST	2018-10-26 22:10:00
481	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
482	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
483	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
484	machines	folks found themselves staring at screen commemorating alleged support for Ted Cruz instead Texas voters are reporting machines tried to change vote in certain races	AGAINST	2018-10-26 21:20:29
485	machines	TEXAS VOTERS Watch machine to make sure it reads vote correctly	FAVOR	2018-10-26 21:13:55
486	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
487	machines	Cruz-O’Rourke race when try to straigh t-t icket vote for fucks sake Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 19:53:42
488	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
489	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
490	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
491	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
492	machines	Cruz-O’Rourke race when try to straigh t-t icket vote SHIT Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 19:02:12
493	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
494	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
495	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
496	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
497	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
498	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
499	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
500	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
501	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
502	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
503	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
504	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
505	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
506	machines	when try to straigh t-t icket votes Texas voters say machines are changing pick of Cruz to Beto O’Rourke D	AGAINST	2018-10-26 17:09:30
507	machines	Texas voters say ballots are being flipped by electronic machines	AGAINST	2018-10-26 17:09:19
508	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
509	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
510	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
511	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
512	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
513	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
514	machines	Texas voters say machines are changing pick in Cruz-O’Rourke race	AGAINST	2018-10-26 15:37:05
515	machines	machine will change it to Ted Cruz Texas voters PLEASE read thread	AGAINST	2018-10-26 15:03:55
516	machines	TEXAS voters are noticing that voting machines are CHANGING VOTES	AGAINST	2018-10-26 14:55:46
517	machines	Texas voters should be aware voting machines are changing Beto O'Rourke votes to Ted Cruz votes	AGAINST	2018-10-26 14:42:25
518	machines	Texas voters have encountered glitches with machines while trying to cast ballot	AGAINST	2018-10-26 00:34:35
519	machines	Texas voters beware do cast vote unless chicken what machine does election isnow if he wins fraud	AGAINST	2018-10-25 23:32:38
520	machines	Why Are Texas Voting Machines Switching Democratic Votes to Ted Cruz	AGAINST	2018-10-26 21:43:40
521	machines	Georgia recording wrong vote Why are voting machines in Texas	NONE	2018-10-26 23:40:24
522	machines	Why Are Texas Voting Machines Switching Democratic Votes to Ted Cruz	AGAINST	2018-10-26 21:43:40
523	machines	Why Are Texas Voting Machines Switching Democratic Votes to Ted Cruz	AGAINST	2018-10-26 21:43:40
524	machines	VoterFraud Why are machines when voters are voting for Dems marking ballots for candidates	NONE	2018-10-26 22:16:29
525	machines	Why Are Texas Voting Machines	NONE	2018-10-26 22:10:22
526	machines	Why are voting machines	NONE	2018-10-26 21:49:29
527	machines	Why Are Texas Voting Machines Switching Democratic Votes to Ted Cruz	AGAINST	2018-10-26 21:43:40
528	machines	Why Are Texas Voting Machines Switching Democratic Votes to Ted Cruz	AGAINST	2018-10-26 21:43:40
529	machines	Why are Texas voting machines switching Democratic votes to Ted Cruz	AGAINST	2018-10-26 18:40:05
530	machines	Why would Texas fix known machine prob	AGAINST	2018-10-26 18:27:40
531	machines	Why aren’t you reporting about Texas voting machines switching votes when straight ticket is pulled	AGAINST	2018-10-26 12:27:37
532	machines	Why don't you lead charge to trash banned electronic machines in Texas	AGAINST	2018-10-26 12:07:42
533	machines	WHY ARE WE STILL USING SOROS VOTING MACHINES IN TEXAS	AGAINST	2018-10-23 13:10:23
534	machines	Why are Texans voting paperless when machines can be compromised by hackers	AGAINST	2018-10-17 17:47:07
535	machines	Why are Republicans purging hundreds of thousands of voters in Florida and Texas	NONE	2018-10-09 23:19:05
536	machines	Why are Republicans purging hundreds of thousands of voters in Florida and Texas	NONE	2018-10-09 23:19:05
537	machines	Why are Republicans purging hundreds of thousands of voters in Florida and Texas	NONE	2018-10-09 23:19:05
538	machines	Why won't Trump admin spend needed money on election security Why are Republicans purging hundreds of thousands of voters in Florida y Texas	NONE	2018-10-09 23:54:34
539	machines	Why are Republicans purging hundreds of thousands of voters in Florida and Texas	NONE	2018-10-09 23:19:05
540	machines	what can we do about electronic machines in Texas that flip ballots	AGAINST	2018-10-26 17:16:30
541	machines	What do you do voting machines are changing vote	AGAINST	2018-10-26 16:26:29
542	machines	What is going to be done about vote flipping that is occurring in Georgia Texas and North Carolina didn’t we have paper ballots knowing that machines could be tampered with hyperbole	AGAINST	2018-10-26 03:06:58
543	machines	What are you doing to protect voters voters who are still under attack by GOP/Russia	NONE	2018-10-07 19:20:59
544	machines	What is status of Texas	NONE	2018-10-06 03:40:01
545	machines	Texas election officials warn voters voters who choose straight ticket about Hart eSlate voting machines	NONE	2018-10-26 20:30:21
546	machines	How do we build more perfect union how can we have fair elections in state & Texas when voters are reporting voting machines switching votes	AGAINST	2018-10-26 22:05:56
547	machines	How does work How are Texas voting machines giving Cruz senate vote on democratic ballot	AGAINST	2018-10-26 18:27:34
548	machines	How are machines still in use description put by TX Sec State’s office of how sounds complicated and prone to error to use machines	AGAINST	2018-10-26 17:10:28
549	machines	How did you get machines in Texas to change Beto votes to Cruz votes	AGAINST	2018-10-26 16:46:13
550	machines	problems voting by str8 democratic ticket lever How do u feel about Texas senate race now	AGAINST	2018-10-26 00:33:04
551	machines	How are machines	NONE	2018-10-13 22:17:22
552	machines	how are voting machines and tallying computers in Texas	AGAINST	2018-10-03 18:39:05
553	machines	votes are being changed in Texas by voting machines bc and corruption us out in open now	AGAINST	2018-10-26 23:36:00
554	machines	Votes are changing from Beto to Ted	AGAINST	2018-10-26 22:41:56
555	machines	votes are being changed to Cruz	NONE	2018-10-26 22:02:49
556	machines	votes being switched DURING PROCESS Vote manipulation reports are trickling in from early voting in Texas	AGAINST	2018-10-26 19:57:30
557	machines	votes going for changing to votes for Kemp voters noticed votes for change to votes for Cruz	AGAINST	2018-10-26 19:31:41
558	machines	votes becoming GOP votes after voting for Dem candidate Funky stuff being reported w/ machines in & Texas	AGAINST	2018-10-26 16:29:10
559	machines	Voter fraud is happening in Texas votes are being counted as votes by machines	AGAINST	2018-10-26 14:05:03
560	machines	votes being changed from Beto to Cruz	NONE	2018-10-26 05:35:06
561	machines	votes are being altered by rogue software in machines	AGAINST	2018-10-26 05:03:31
562	machines	voters are watching electronic machine	NONE	2018-10-26 22:35:40
563	machines	Voters report changing straight-party selections Voters MUST DOUBLE CHECK BEFORE CASTING FINAL BALLOT	AGAINST	2018-10-26 21:31:52
564	machines	Voters reporting that machines are erroneously to include candidate from opposite party or selecting candidate at on section for state's U.S. Senate race changing straight-party selections on ballots	AGAINST	2018-10-26 20:41:02
565	machines	Texas Secretary issued election advisory about issues Voters should always check review screen before casting ballots	FAVOR	2018-10-26 20:33:27
566	machines	Voters are reporting voting machines are selecting Ted Cruz instead of Beto O'Rourke when they choose Straight Ticket	AGAINST	2018-10-26 20:02:05
567	machines	voters have complained that they encountered difficulty voting and that vote was de-selected in cases in U.S. Senate race	AGAINST	2018-10-26 16:14:47
568	machines	exact problem is occurring in Texas Voters make selections on ballot	NONE	2018-10-26 14:53:30
569	machines	option coming out of and Texas Voters had to redo ballot	NONE	2018-10-26 06:13:56
570	machines	voters are reporting problems with machine	NONE	2018-10-26 04:39:44
571	machines	Voters have reported that machines are changing votes	AGAINST	2018-10-26 04:09:40
572	machines	voters were told to come back tomorrow	NONE	2018-10-22 23:53:51
573	machines	people are reporting errors/inaccuracies from voting machines across Texas	AGAINST	2018-10-26 22:42:48
574	machines	People please ask for paper ballot	NONE	2018-10-26 21:03:43
575	machines	people are tweeting machines are flipping straight blue ballots to red/Cruz in Texas Kemp vs Abrahams	AGAINST	2018-10-26 15:05:11
576	machines	people are saying they vote for Beto vote gets flipped to Cruz	AGAINST	2018-10-26 14:00:37
577	machines	People are voting with feet	NONE	2018-10-26 12:30:25
578	machines	people have been eeriencing vote flip from straight Democrat to Ted Cruz everyone has to look at review page on machine	AGAINST	2018-10-26 10:43:35
579	machines	people have noticed that vote gets changed to Cruz	NONE	2018-10-26 04:34:24
580	machines	people voting R on Hart InterCivic machines in and Montgomery County TX	FAVOR	2018-10-25 21:46:53
581	machines	people voting straight Dem ticket said Beto O'Rourke switched over to Ted Cruz on straight ticket	AGAINST	2018-10-25 18:55:39
582	machines	People listen to warning of voting machine problems	NONE	2018-10-23 16:38:45
583	machines	People are reporting machines are not allowing them to choose Cruz	NONE	2018-10-23 14:59:56
584	machines	machine might have made me vote for Cruz	AGAINST	2018-10-26 23:06:35
585	machines	machine is automatically changing vote for Senator to Ted Cruz	AGAINST	2018-10-26 16:39:14
586	machines	machine shows that they have voted for Republican gubernatorial candidate instead	NONE	2018-10-26 08:54:28
587	machines	machine transferred straigh t-t icket Democratic vote for Beto O'Rourke to Ted Cruz	AGAINST	2018-10-26 07:17:34
588	machines	paper ballot where can triple check vote before submitting votes into separate machine machine let you cast votes	AGAINST	2018-10-26 04:02:50
589	machines	vote is being changed to Ted Cruz when selecting Democratic Ticket	AGAINST	2018-10-26 14:29:41
590	machines	ballot machines when post votes When voting Republican ticket	AGAINST	2018-10-23 02:27:13
591	machines	Trump says polls are fake news when don’t favor candidates	FAVOR	2018-10-12 14:10:34
592	machines	When voting Republican presidential vote	NONE	2018-10-11 00:28:32
593	machines	Who owns machines in Texas	NONE	2018-10-26 22:25:04
594	machines	who was recently told he looked like Brett Kavanaugh in Texas smashing voting machines later today	AGAINST	2018-10-26 15:56:47
595	machines	Republicans need to prevent voter fraud is access to means of voting so they can't meddle with registrations	NONE	2018-10-26 23:43:15
596	machines	REPUBLICANS ARE RIGGING ELECTION	NONE	2018-10-26 22:46:07
597	machines	Republicans cannot win fair election	NONE	2018-10-26 21:13:10
598	machines	REPUBLICANS ARE CHEATING IN TEXAS BY RIGGING MACHINES TO SWITCH DEMOCRATIC VOTES TO REPUBLICAN	AGAINST	2018-10-26 17:03:23
599	machines	GOP has been cheating big time in Texas Someone needs to stand outside and tell people to double check machine choices prior to hitting vote button especially voting ticket	AGAINST	2018-10-26 20:44:01
600	machines	GOP is stealing election under noses	NONE	2018-10-26 13:00:00
601	machines	e machines may change vote from to Cruz Double check ballot	AGAINST	2018-10-26 20:26:41
602	machines	Double Check Ballots Clear Evidence of Rigged Voting Machines And if are voting in Texas is Surfacing And in Texas	AGAINST	2018-10-26 16:36:18
603	machines	Texans Say Voting Machines Changing Straigh icket Choices TX TEXAS	AGAINST	2018-10-26 22:22:48
604	machines	Texans say voting machines changing straigh t-t icket choices votersuppression texas Midterms2018	AGAINST	2018-10-26 22:04:12
605	machines	Texans say voting machines changing straigh t-t icket choices Texas	AGAINST	2018-10-26 21:41:20
606	machines	LINES ARE SMALL COMPARED TO LINES IN AUSTIN TEXAS Texans say voting machines changing straigh t-t icket choices	AGAINST	2018-10-26 19:32:02
607	machines	Texans say voting machines changing straigh t-t icket choices	AGAINST	2018-10-26 17:37:43
608	machines	state has been using hacked voting machines for years	AGAINST	2018-10-26 20:40:27
609	machines	vote was changed from Beto to Cruz	NONE	2018-10-26 14:38:44
610	machines	vote might have been changed to Cruz	NONE	2018-10-26 14:17:12
611	machines	elections are 1% margin Vote tampering underway in Texas now	AGAINST	2018-10-26 04:44:21
612	machines	Ted Cruz is doing half-assed job	AGAINST	2018-10-26 23:54:59
613	machines	Ted Cruz is stealing votes from Beto in Texas	AGAINST	2018-10-26 13:32:24
614	machines	you straight party vote for Democrat then ted cruz get vote if repugnant-con cruz gets vote	AGAINST	2018-10-26 10:09:59
615	machines	Ted Cruz is not registering on straight republican ticket	AGAINST	2018-10-25 00:49:10
616	machines	% control VOTING MACHINES NOTE TED CRUZ must NOT belittle STRENGTH of BETO	AGAINST	2018-10-19 23:23:34
617	machines	Texas elections director issues eSlate voting machines warning	NONE	2018-10-26 02:43:49
618	machines	Texas elections director issues eSlate voting machines warning	NONE	2018-10-26 02:43:49
619	machines	Texas elections director issues eSlate voting machines warning	NONE	2018-10-26 02:43:49
620	machines	Texas elections director issues eSlate voting machines warning	NONE	2018-10-26 02:43:49
621	machines	Texas elections director issues eSlate voting machines warning	NONE	2018-10-26 02:43:49
622	machines	Texas elections director issues eSlate voting machines warning	NONE	2018-10-26 02:43:49
623	machines	Texas Senate race was disrupted by reports of disturbing voting machine behavior	AGAINST	2018-10-26 23:29:50
624	machines	Texas Senate race was disrupted by reports of disturbing machine behavior	AGAINST	2018-10-26 21:34:06
625	machines	Texas Senate race was disrupted by reports of disturbing machine behavior	AGAINST	2018-10-26 21:34:06
