ID	Target	Tweet	Stance	Origin	Total	Origin_ID
73	qanon	QAnon WWG1WGA VaticanNews DarknessToLight And Release_ Program With A MEMO to Homeland Security Congress Do Your Job Protect Nation with Prayer to God at 8pm EST 7pm CST 6pm MST 5pm PST for 2 minutes If you want to _drain the swamp_ it starts by supporting those who fight it 	AGAINST	@POTUS #QAnon #WWG1WGA #VaticanNews #DarknessToLight .... And  Release' Program With A MEMO to Homeland Security Congress Do Your Job &  Protect ... Nation with Prayer to God at 8pm EST/7pm CST/6pm MST/5pm PST for  2 minutes. .... If you want to 'drain the swamp', it starts by supporting those who  fight it.	20	6_google_8
74	qanon	 this is Kevin J Johnston Now do you want to have a conversation or just keep saying fuck To join our Discord live chat show room click link below 	NONE	... this is Kevin J Johnston. Now do you want to have a conversation or just keep  saying fuck? ..... To join our Discord live chat & show room click link below!	20	6_google_9
75	qanon	E April 24 2018 11 04 pm EST QAnon Sierra Q Anon Post from 22 January We the USA do not want Iraq to continue this program rate need to ween you So Iraq can be basically part of the world stage for banking transfers and so on forward with a vote at 6pm to have a Go decision for this whole GCR to begin 	AGAINST	"E. April 24 2018 11:04 pm EST QAnon, Sierra: ""Q Anon Post from 22 January: ....  We, the USA do not want Iraq to continue this program rate. . .need to ween you  ..... So Iraq can be basically part of the world stage for banking transfers and so  on. ... forward with a vote at 6pm to have a Go decision for this whole GCR to  begin."	20	6_google_10
76	qanon	Nationally Syndicated Radio Host weekdays 6 9 AM EST Infowars ArtBell QAnonMAGA 1A 2A WWG1WGA [FB] program AirAsia will do it https frequent start thinking next time tap pay earning frequentflyer points put start thinking More live TV than anyone else Yes 	AGAINST	Nationally Syndicated Radio Host weekdays 6-9 AM EST. ... ▫Infowars/ArtBell▫ QAnon▫MAGA▫ 1A 2A ▫WWG1WGA [FB] ... program -AirAsia will do it. https ://t.co/W9HcoNIOAg @creamcoin #frequent ...... start thinking next time tap pay  earning frequentflyer points put start thinking ...... More live TV than anyone else.  Yes ...	20	6_google_11
77	qanon	Apr 24 2018 Washington DC Eastern Time US Canada 1 31 2011 141 495937 1904 496 28800 Barbra_s Live In Concert Album The Music Host of The Kyle Kulinski Show Over 400 million YouTube views New York washingtonexaminer com wwg1wga qanon pocahontas wwg1wga 	NONE	Apr 24, 2018 ... Washington, DC http://www.aft.org Eastern Time (US & Canada) 1/31/2011 .....  141 495937 1904 496 -28800 Barbra's Live In Concert Album: The Music. .....  Host of The Kyle Kulinski Show | Over 400 million YouTube views New York ......  washingtonexaminer.com wwg1wga qanon pocahontas wwg1wga ...	20	6_google_12
78	qanon	And we also do SEO like no other Paris France 865 573 9 14400 MBA Energy Program Coord for gives the scoop on Yes 166 qanon wwg1wga wethepeople qanon8chan intel facebook google Live webinar discussion will unpack smart grid 	FAVOR	And we also do SEO like no other Paris, France http://www.clustaar.com ...... 865  573 9 -14400 MBA/Energy Program Coord. for @MassDOER gives the scoop on  ..... Yes 166 qanon wwg1wga wethepeople qanon8chan intel facebook google  ...... @ESIAfrica: Live webinar discussion: @Lucyelectric will unpack smart grid ...	20	6_google_13
79	qanon	There is a Grand Canyon size gap between what psychedelics actually do for host Camponotus castaneus during a critical stage of the parasite_s life cycle 	AGAINST	There is a Grand Canyon-size gap between what psychedelics actually do for ....  host Camponotus castaneus during a critical stage of the parasite's life cycle ...	20	6_google_14
80	qanon	Stream TypeLIVE captions settings opens captions settings dialog captions off selected The Peter Schiff Show Radio Show 10 18 2010 PART 4 of 8 His First Show Ever on Broadcast Radio 6pm to 8pm EST Monday through Friday Schiff offers real alternatives that can help the country and allow listeners to get 	NONE	Stream TypeLIVE ... captions settings, opens captions settings dialog; captions off , selected ... The Peter Schiff Show -- Radio Show, 10/18/2010 PART 4 of 8 -- His  First Show Ever on Broadcast Radio 6pm to 8pm EST, Monday through Friday ...  Schiff offers real alternatives that can help the country, and allow listeners to get ...	20	6_google_15
81	qanon	Update added a button to switch from EST to local time qanonposts com There you can preview images download single images entire categories or all If it really is a live shot then I would think it has to be another city if he was running in place he_d show up as a particularly white dot WWG1WGA 591937 	AGAINST	Update added a button to switch from EST to local time : qanonposts.com ...  There you can preview images, download single images, entire categories, or all.  ..... If it really is a live shot, then I would think it has to be another city. ... -if he was  running in place he'd show up as a particularly white dot. ...... WWG1WGA.  591937 ...	20	6_google_16
82	qanon	9pm EST 6pm PST 4 24 tue host themorningstarshow There will be free food face painting martial arts training Live music plus so much more In the mean time show some support and SUBSCRIBE to my channel if you Do you Q Q qanon wwg1wga moab therevolutionwillnotbetelevised 	AGAINST	9pm EST 6pm PST 4/24 tue host @supasly75 #themorningstarshow .... There will  be free food, face painting, martial arts training, Live music plus so much more! ....  In the mean time, show some support and SUBSCRIBE to my channel if you ...  Do you Q? #Q #qanon #wwg1wga #moab #therevolutionwillnotbetelevised.	20	6_google_17
83	qanon	As the veils keep dropping the reality starts to show The pain That is all that we can do right for the higher path of freedom truth love pearlsofwisdom Listen Live 319 527 2019 Don_t Miss It 6PM PST 8PM CST 9PM EST ThisIsNotAGame GreatAwakening MAGA QAnon TheStormIsComing NoDeals 	AGAINST	As the veils keep dropping, the reality starts to show. The pain ... That is all that  we can do right for the higher path of freedom, truth & love #pearlsofwisdom ....  Listen Live: 319.527.2019 | Don't Miss It! 6PM PST | 8PM CST | 9PM EST ... # ThisIsNotAGame #GreatAwakening #MAGA #QAnon #TheStormIsComing # NoDeals ...	20	6_google_18
84	qanon	 lionelnation lionelmedia Q whoever you are wwg1wga potus45 Enjoy the show lionelmedia lionelnation LOTUS LIVE on YouTube at 12 noon EST lionelmedia lionelnation 7 0 nationalartsclub 3 months ago Tuesday at 6pm join us for a gathering of the minds where a group of panelists will 	AGAINST	... #lionelnation #lionelmedia #Q ... whoever you are #wwg1wga #potus45 ...  Enjoy the show #lionelmedia #lionelnation #LOTUS ... LIVE on YouTube at 12  noon EST... #lionelmedia #lionelnation. 7 0. nationalartsclub 3 months ago.  Tuesday at 6pm join us for a gathering of the minds where a group of panelists  will ...	20	6_google_19
85	qanon	9pm EST 6pm PST 4 24 tue host themorningstarshow Qanon QWEB QMAP WWG1WGA trusttheplan followthewhiterabbit redpill maga GEOTUS godemperor godspeed Last night show was Live at 9pm est me n my cohost will be 	AGAINST	9pm EST 6pm PST 4/24 tue host @supasly75 #themorningstarshow ... #Qanon # QWEB #QMAP #WWG1WGA #trusttheplan #followthewhiterabbit #redpill ... # maga #GEOTUS #godemperor #godspeed Last night show was ... Live at 9pm  est @onthewakeupradio me n my cohost @oneluckydsm will be ...	20	6_google_20
86	qanon	When does a map become a guide What is a Picture provides 40 000ft v Please pause and give thanks to those who would die to save our republic 	AGAINST	When does a map become a guide? What is a ... Picture provides 40,000ft. v. .....  Please pause and give thanks to those who would die to save our republic.	6	7_google_1
87	qanon	QAnon 11 09 17 Map provides picture Picture provides 40 000ft v 40 000ft v is classified Why is a map useful Think direction Think full picture and 	AGAINST	"#QAnon 11/09/17 ""Map provides picture. Picture provides 40,000ft. v. 40,000ft. v.  is classified. Why is a map useful? Think direction. Think full picture. and ..."	6	7_google_2
88	qanon	 _Best summaries about the connections provided by me and each Anons participating on the threads [11 09 17] 60 Worldwide events 60 QAnon_s posts 60 Friday Nov Connect the dots of the Thumbs up in the photo and you draw a Q Place When does a map become a guide Picture provides 40 000ft v 	AGAINST	">_Best summaries about the connections provided by me and each Anons  participating on the threads. ... [11/09/17] 60 Worldwide events 60 QAnon's posts  60 Friday, Nov. ..... Connect the dots of the ""Thumbs up"" in the photo and you  draw a ""Q."" Place ...... When does a map become a guide? ... Picture provides  40,000ft. v."	6	7_google_3
89	qanon	Nov 4 2017 You can find the rest at the links provided At this point we are far enough along you can paint the picture without risk of jeopardizing the 	AGAINST	Nov 4, 2017 ... You can find the rest at the links provided. ..... At this point we are far enough  along you can paint the picture without risk of jeopardizing the ...	6	7_google_4
90	qanon	Gency is stupid https tus 875002072726470656 QAnon 11 09 17 Map provides picture Picture provides 40 000ft v 40 000ft 	AGAINST	"Gency is stupid https:// twitter.com/canslers36/sta tus/875002072726470656 … ...  #QAnon 11/09/17 ""Map provides picture. Picture provides 40,000ft. v. 40,000ft."	6	7_google_5
91	qanon		NONE		6	7_google_6
92	qanon	3 days ago 6 min Uploaded by Titus Frost 1984QAnon Is Dead Boom Thank Defango for eing the truth Months ago Titus Frost 1984 	FAVOR	3 days ago - 6 min - Uploaded by Titus Frost 1984QAnon Is Dead! Boom Thank Defango for exposing the truth Months ago. Titus Frost 1984 ...	20	8_google_1
93	qanon	3 days ago 15 min Uploaded by Isaac GreenIsaac Green video UNIRock interviews Is Dead Boom Thank 	AGAINST	3 days ago - 15 min - Uploaded by Isaac GreenIsaac Green video: https://youtu.be/iYNf5fbyUBk UNIRock interviews: ... Is Dead! Boom Thank ...	20	8_google_2
94	qanon	3 days ago QAnon Is Dead Boom Thank Defango for eing the truth Months ago 	FAVOR	3 days ago ... QAnon Is Dead! Boom Thank Defango for exposing the truth Months ago.	20	8_google_3
95	qanon	The latest updates from the ongoing QAnon saga including Tracy Beanz fascism 101 is annihilating basic civil rights to protect the 1 from being held QAnon Is Dead Boom Thank for eing the truth Months ago 	AGAINST	The latest updates from the ongoing #QAnon saga, including Tracy Beanz, ...  fascism 101 is annihilating basic civil rights to protect the 1% from being held…  .... QAnon Is Dead! Boom Thank @Defango for exposing the truth Months ago.	20	8_google_4
96	qanon	2 days ago After watching this video I think a lot of you are going to Boom Thank for eing the truth Months ago It happened folks Boom and just like that the Qult of Qanon was dead 	AGAINST	2 days ago ... https://youtu.be/znngV7xmb_A After watching this video I think a lot of you are  going to .... Boom Thank @Defango for exposing the truth Months ago. ... It  happened folks Boom and just like that the Qult of Qanon was dead.	20	8_google_5
97	qanon		NONE		20	8_google_6
98	qanon	main twitter account suspended backup is a Thomas TeamTyler Defango Team Tyler has some amazing new memes in the works Boom Thank Defango for eing the truth Months ago u be QAnon Defango UNIRock2 I_m enjoying having a go at mashup videos 	AGAINST	main twitter account suspended @defango backup @merlindefango is a Thomas  ... #TeamTyler #Defango Team Tyler has some amazing new memes in the  works. ... Boom Thank #Defango for exposing the #truth Months ago.https://youtu. be/ .... #QAnon #Defango #UNIRock2 I'm enjoying having a go at mashup videos.	20	8_google_7
99	qanon	WARNING RT QAnon 8Chan and TheGreatAwakening There may be a FalseFlag set up i see attempts to take down sites where the truth rests Please elain why your article was crawled by 2 days ago Boom Thank Defango for eing the truth Months ago xioWHMRT8zs 	AGAINST	"WARNING-RT #QAnon #8Chan and #TheGreatAwakening: There may be a # FalseFlag 🤡 ""set up"" .... i see attempts to take down sites where the truth rests. ...  Please explain why your article was crawled by @Google 2 days ago. ... Boom  Thank #Defango for exposing the #truth Months ago.https://youtu.be/ xioWHMRT8zs ..."	20	8_google_8
100	qanon	2 days ago Most of you are familiar with the QAnon movement consisting of true we have another YouTube truther who gives a big thanks to Defango It happened folks Boom and just like that the Qult of Qanon was dead A ton of people are being given credit for what he really eed months ago and no one 	AGAINST	2 days ago ... Most of you are familiar with the QAnon movement consisting of true .... we have  another YouTube truther, who gives a big thanks to Defango. ... “It happened  folks Boom and just like that the Qult of Qanon was dead. ... A ton of people are  being given credit for what he really exposed months ago and no one ...	20	8_google_9
101	qanon	Mar 29 2018 Cicada 3301 has spoken and now all of a sudden Q is being Cicada 3301 Website Video 1711141131131 xyz All the Qanon Defango 3 days ago BOOM The Best Damn Podcast 5 days ago Thanks Please see my article FAKE Q identified TRUE Q until The endless cycle of death and birth 	AGAINST	"Mar 29, 2018 ... Cicada 3301 has spoken and now all of a sudden Q is being ... Cicada 3301  Website + Video 1711141131131.xyz All the Qanon ... Defango 3 days ago.  BOOM. The Best Damn Podcast 5 days ago .... Thanks. Please see my article "" FAKE Q identified. TRUE Q until .... The endless cycle of death and birth."	20	8_google_10
102	qanon	Mar 30 2018 Q is not dead Everyone knows cbts was corrupted months ago and is no good anyone Anything Q is quickly becoming clickbait on youtube Rumor Mills and her prophecies carry the worlds Tick Tock and BOOM BOOM BOOM the Also thank you for confirming that I was right about Defango 	AGAINST	Mar 30, 2018 ... Q is not dead. ... Everyone knows cbts was corrupted months ago and is no good.  anyone ... Anything Q is quickly becoming clickbait on youtube. ..... Rumor Mills  and her prophecies carry the worlds “Tick-Tock” and “BOOM, BOOM, BOOM”, the  .... Also, thank you for confirming that I was right about Defango.	20	8_google_11
103	qanon	Apr 20 2018 Sleep well Patriot You elected us to keep you safe We will not fail GA will change Notification will be made Where we go one we go all Q 	AGAINST	Apr 20, 2018 ... Sleep well, Patriot. You elected us to keep you safe. We will not fail. /GA/ will  change. Notification will be made. Where we go one, we go all. Q.	20	8_google_12
104	qanon	Feb 1 2018 Thank you everybody the president said If you search the hashtags TheStorm and Qanon on Twitter you will find users connecting the In addition to the theory not being true Rich_s parents have eressed disgust with how their son_s 01 Pirates of the Caribbean Dead Mans Chest Disney 50 	AGAINST	Feb 1, 2018 ... Thank you, everybody,” the president said. ... If you search the hashtags # TheStorm and #Qanon on Twitter, you will find users connecting the ... In addition  to the theory not being true, Rich's parents have expressed disgust with how their  son's .... 01- Pirates of the Caribbean Dead Mans Chest (Disney) 50.	20	8_google_13
105	qanon	3 days ago 15 minI am pretty sure Seth Rich is dead but not 100 sure regardless after he on twitter https 	AGAINST	3 days ago - 15 minI am pretty sure Seth Rich is dead, but not 100% sure, regardless after he ... on twitter: https ...	20	8_google_14
106	qanon	Cicada 3301 has spoken and now all of a sudden Q is being attacked Defango Dure 21 26 The State of Qanon The Fall begins with Questions Q is dead to me They were supposedly in jail or gitmo months and months ago Thanks Please see my article FAKE Q identified TRUE Q until January 4 2018 	AGAINST	"Cicada 3301 has spoken and now all of a sudden Q is being ""attacked"". ...  Defango. Dur�e: 21:26. The State of Qanon, The Fall begins with Questions. ... Q  is dead to me! .... They were supposedly in jail, or gitmo, months and months ago!  ... Thanks. Please see my article ""FAKE Q identified. TRUE Q until January 4,  2018."	20	8_google_15
107	qanon	I would like to thank my guests and my callers for a fantastic show Goodman has been instrumental in disrupting the truth community if they dare to slight him 	NONE	I would like to thank my guests and my callers for a fantastic show. ... Goodman  has been instrumental in disrupting the truth community, if they dare to slight him,  ...	20	8_google_16
108	qanon	 QANON predicted that THE LORDS PRAYER would be changed is raging through In a Qanon post from awhile ago the lords prayer was brought up and now if you I am entirely self funded if you find these videos helpful support the truth Defango 1 month ago Corsi and Q If you look at the email of who he says is 	AGAINST	"""QANON predicted that THE LORDS PRAYER would be changed"" is raging  through ... In a Qanon post from awhile ago the lords prayer was brought up, and  now if you ... I am entirely self funded, if you find these videos helpful support the  truth: ... Defango. 1 month ago. Corsi and Q? If you look at the email of who he  says is ..."	20	8_google_17
109	qanon	You_ll be caught up on the most important information in just 20 minutes KA BOOM 17 Osama bin Laden_s death is enough to discredit this Q character who is Love the humor and uncomplicated truth thank you control scheme they want to sneak in this month would FORCE federal agencies and 	NONE	You'll be caught up on the most important information in just 20 minutes. ..... KA-  BOOM!!!17 วันที่ผ่านมา .... Osama bin Laden's death is enough to discredit this Q  character who is ... Love the humor and uncomplicated truth!! thank you! ... control  scheme they want to sneak in this month would: *** FORCE federal agencies and  ...	20	8_google_18
110	qanon	May 18 2018Mystery booms military clearing the tunnels videos The Bull Sh t Starts Here 2 months ago 	AGAINST	May 18, 2018Mystery booms - military clearing the tunnels videos: .... The Bull Sh*t Starts Here 2 months ago ...	20	8_google_19
111	qanon	We_ll by and by the true love weighs a tonne We tried to lift it once when we were young And now I_ll be lonesome Breeding jealousy These things crush me	FAVOR	We'll by and by the true love weighs a tonne. We tried to lift it once when we were  young. And now ... I'll be lonesome. Breeding jealousy. These things crush me	20	8_google_20
112	qanon	Dec 25 2017 33 min Uploaded by Truth and Art TVBreaking New Q Anon Post Puts Patriots On High Alert Nationwide We also consider some 	FAVOR	Dec 25, 2017 - 33 min - Uploaded by Truth and Art TVBreaking- New Q-Anon Post Puts Patriots On High Alert Nationwide! ... We also consider some ...	20	9_google_1
113	qanon	Jan 3 2018 5 min Uploaded by XtremeRealityCheckBREAKING Last QAnon Post DELTA Force or Delta AIRLINES More STRANGE God 	AGAINST	Jan 3, 2018 - 5 min - Uploaded by XtremeRealityCheckBREAKING: Last #QAnon Post - DELTA Force or Delta AIRLINES? More STRANGE .... God ...	20	9_google_2
114	qanon	Apr 8 2018 6 min Uploaded by IAM ROOThttps 2018 Florida Home 	AGAINST	Apr 8, 2018 - 6 min - Uploaded by IAM ROOThttps://floridahomeprepper.com/breaking-qanon-part-5-posts-8-april-2018 Florida Home ...	20	9_google_3
115	qanon	Apr 20 2018 12 min Uploaded by IAM ROOThttps 2 Florida Home 	AGAINST	Apr 20, 2018 - 12 min - Uploaded by IAM ROOThttps://floridahomeprepper.com/breaking-qanon-posts-20-april-2018-part-2 Florida Home ...	20	9_google_4
116	qanon	3 days ago Did you see the Ryan [PR] interview a short time ago QANON 8CHAN POST UPDATE QALERT 5 21 2018 NOTABLE POST QAnon Notable Post maga qarmy makeitrain NXIVM ThankfulThursday ty Day Q AnonTags app breaking class action classaction facebbok app facebook 	FAVOR	3 days ago ... Did you see the Ryan [PR] interview a short time ago? ... QANON 8CHAN POST  UPDATE QALERT 5/21 /2018 + NOTABLE POST ..... #QAnon #Notable #Post # maga #qarmy #makeitrain #NXIVM #ThankfulThursday ty . .... Day, Q-AnonTags  app, breaking, class-action, classaction, facebbok app, facebook, ...	20	9_google_5
117	qanon	Mar 23 2018 8 minBREAKING Qanon post update Trump Signs Omnibus Spending Bill and we get a blumen 	FAVOR	Mar 23, 2018 - 8 minBREAKING Qanon post update: Trump Signs Omnibus Spending Bill and we get a ... blumen ...	20	9_google_6
118	qanon	Mar 25 2018Paramedic Author Insights on President Trump Qanon Trump will put into effect 	NONE	Mar 25, 2018Paramedic ☆ Author ☆ Insights on President Trump ☆ #Qanon ..... Trump will put into effect ...	20	9_google_7
119	qanon	Jan 3 2018 5 minLast post on Christmas day from Q Anon mentions Delta in first few lines then Julian Assange 	FAVOR	"Jan 3, 2018 - 5 minLast post on Christmas day from Q Anon mentions ""Delta"" in first few lines, then Julian Assange ..."	20	9_google_8
120	qanon	Jan 1 2018 12 minWhat hints has QAnon given for the New Year and Julian Assange where is he now This 	NONE	Jan 1, 2018 - 12 minWhat hints has QAnon given for the New Year and Julian Assange - where is he now? ... This ...	20	9_google_9
121	qanon	Apr 4 2018 Q_s 1st Use of was EXACTLY 7 Min BEFORE did QAnon Intel Update for November 12 2017 Here is the latest intel from Q in From 10 30 11 15 17 There are Now 1428 SealedIndictments across our USA in JUST 17 days time breaking ALL RECORDS TY 	AGAINST	Apr 4, 2018 ... ❤Q's 1st Use of +++ was EXACTLY 7-Min BEFORE @POTUS did! ... QAnon  Intel Update for November 12, 2017 Here is the latest intel from Q in .... From 10/ 30-11/15/17 -There are Now 1428 #SealedIndictments across our USA (in JUST  17 days time) breaking ALL RECORDS! .... TY @yigsstarhouse.	20	9_google_10
122	qanon	Mar 20 2018 18 minThis video got my account suspended on YouTube Anons of Qanon Q says Break the 	FAVOR	Mar 20, 2018 - 18 minThis video got my account suspended on YouTube!!! #Anons of #Qanon Q says... Break the ...	20	9_google_11
123	qanon	QAnon8chan ReleaseTheMemo primer latest post Anons of Qanon Q says Break the MSM Q Memes Discrediting MSM FIRE AWAY NYTisFakeNews FakeNewsKills d ty MAGA YouTube terminated my account for this video can be found on bitchute now please 	AGAINST	#QAnon8chan #ReleaseTheMemo primer & latest post .... #Anons of #Qanon Q  says... Break the MSM - Q Memes Discrediting MSM - FIRE AWAY! ... # NYTisFakeNews #FakeNewsKills https://goo.gl/J7Lcwd ty @realDonaldTrump # MAGA ... YouTube terminated my account for this video can be found on bitchute  now please ...	20	9_google_12
124	qanon	May 18 2018 activeshooter SantaFeHigh qanon QAlert BREAKING Q told us to look for this realDonaldTrump ty MakeItRain GrrrGraphics How did you come to know the Qanon story QANON 8CHAN POST UPDATE QALERT 5 13 2018 NOTABLE POST Infowars	AGAINST	May 18, 2018 ... #activeshooter #SantaFeHigh #qanon #QAlert #BREAKING #Q told us to look for  this!!! ... realDonaldTrump ty #MakeItRain… https://t.co/grRR7U1BPa .... @ GrrrGraphics How did you come to know the #Qanon story ... QANON 8CHAN  POST UPDATE QALERT 5/13/2018 + NOTABLE POST Infowars	20	9_google_13
125	qanon	QAnon on 8chan Qanon Update Great Mills School Shooting CBS Producer trolling students Break the MSM ty Another place to see Qanon Post FaceBook 	FAVOR	QAnon on 8chan Qanon Update Great Mills School Shooting CBS Producer  trolling students? ... Break the MSM ... ty @realDonaldTrump ... Another place to  see Qanon Post http://www.thestoryofq.com/ ... FaceBook http://facebook.com/Will .	20	9_google_14
126	qanon	Last post on Christmas day from Q Anon mentions Delta in first few lines then Julian Assange posts End of the Age New Age we do not consent oureyesareopen wearewithchrist Salvation Jesus Christ Jan 4 2018 BEST OF QANON BPEarthWatch Update via George Bailey Channel Ty Rothrock 18 	AGAINST	"Last post on Christmas day from Q Anon mentions ""Delta"" in first few lines, then  Julian Assange posts ... End of the Age, New Age, we do not consent,  oureyesareopen, wearewithchrist, Salvation, Jesus Christ, ... Jan 4 2018 BEST  OF QANON BPEarthWatch Update via George Bailey Channel .... Ty Rothrock -  18 дней назад."	20	9_google_15
127	qanon	QANON_S POSTS No signs of activity from Q THINK BY YOURSELF Page 31 698 Why did the Bush family recently break silence and attack POTUS Updated spreadsheets many good answers ty you all Signal is an encrypted 	NONE	QANON'S POSTS No signs of activity from Q. THINK BY YOURSELF Page 31 /  698 ...... Why did the Bush family recently break silence and attack POTUS? ......  Updated spreadsheets many good answers -ty you all Signal is an encrypted ...	20	9_google_16
128	qanon	FollowMe and I will FollowU QAnon qanon post qanon update maga ty Break the MSM Q Memes Discrediting MSM FIRE AWAY 	AGAINST	FollowMe and I will FollowU! ... #QAnon #qanon #post #qanon #update #maga ty  . .... Break the MSM - Q Memes Discrediting MSM - FIRE AWAY!	20	9_google_17
129	qanon	jesus fagzano jesus fagzano ty Il y a mois The truth desperately needs to come out and I believe it soon will This is a great I_m sooooooooooo grateful you posted this Q analysis and update 3 29 18 MAGA WeThePeople QAnon 	AGAINST	jesus fagzano. jesus fagzano. ty. Il y a mois ... The truth desperately needs to  come out, and I believe it soon will. This is a great ... I'm sooooooooooo grateful  you posted this! ..... Q analysis and update 3.29.18 #MAGA #WeThePeople # QAnon.	20	9_google_18
130	qanon	In this update we look at past Qanon posts about the Iran deal and a recent threat of extortion made against western politicians Related Q Anon Update May 1 	AGAINST	In this update, we look at past Qanon posts about the Iran deal and a recent  threat of extortion made against western politicians. Related: Q Anon Update May  1 ...	20	9_google_19
131	qanon	TY J and Antonella for the Financial Energy If you like Updated 17 17 Few more QAnon Breadcrumbs that came out today on 8Chan to be updated if available read more Many will be fired and arrested though because their crimes run too deep Humans About To Break Free From _The Matrix_ Keanu Reeves 	AGAINST	TY J and Antonella for the Financial Energy ❤ If you like ... Updated 17:17 Few  more QAnon Breadcrumbs that came out today on 8Chan… to be updated if  available. read more ... Many will be fired and arrested, though, because their  crimes run too deep. ... Humans About To Break Free From 'The Matrix' Keanu  Reeves.	20	9_google_20
